pseudo,date,comment,tags,subpost,forum_page,day
gsyphun#7442,2025-04-29 19:00:09,"- Ajout d'un mode hero, ça diminuerait en même temps l'impact de la fuite de RAM","['Mode héros', 'Debug / performance']",False,16,2025-04-29
ozora#5292,2025-04-29 19:01:27,"Fonctionnement des sorts distinct entre PvM et PvP, pour pouvoir équilibrer l'un sans affecter l'autre",['Séparation pvp & pvm'],False,16,2025-04-29
PanoplyRogue#6265,2025-04-29 19:01:47,Revoir entièrement la DA des personnages.,['Direction artistique'],False,16,2025-04-29
Kitox#4915,2025-04-29 19:04:01,"Revalorisation du dropObjectif :Permettre aux joueurs de se sentir récompenser en effectuant un combat, notamment de boss.Proposition :Nerf supplémentaire des ressources dans les succès (en réduisant encore une fois légèrement leurs quantités dans les recettes).Force est de constater que les ressources de gardien de donjon (hors drops rares non présents dans les succès) n'ont très souvent aucune valeure et ce quelque soit les niveaux des donjons. Si le précédent nerf des succès a fait du bien, notamment pour les ressources rares de boss, on voit bien que ce n'est pas suffisant.Si je conçois qu'il est frustrant d'effectuer un donjon sans repartir avec de récompense pécunière, il l'est tout autant d'obtenir quelque chose qui ne vaut quasiment rien. Ne serait-il pas préférable de ne pas être sûr de drop, mais être bien mieux récompensé en cas de drop ? D'autant plus que le jeu reste un MMO et l'achat/l'échange de ressources fait partie de l'aventure.Cela revaloriserait également grandement l'économie autour des captures de boss de donjon, quasi inexistante aujourd'hui.",['drops rares en combat'],False,16,2025-04-29
Thedeathdealer#5412,2025-04-29 19:04:32,Il faut séparer le pvm du pvp pour ce qui concerne l'équilibrage des classes et des stuffs.Vouloir pallier aux points faible des différentes classes mène à une perte d'identité.,"['Équilibrage des classes', 'Séparation pvp & pvm', ""manque d'Identité de classe""]",False,16,2025-04-29
Ptinem#5610,2025-04-29 19:07:05,"Bonjour, il faut :- Continuer la corrections de bug- Bannir les bots qui agissent en masse peu importe le serveur- Supprimer les eklame de la potion de rappel (cout de l'eklame > au cout du zaap )","['Eklames dans craft potion', 'Bots', 'Debug / performance']",False,16,2025-04-29
--PsykoZz2--#3482,2025-04-29 19:10:51,"L'un des problèmes majeur aujourd'hui sur Dofus ce sont les BOTS et tout logiciel tiers qui permettent l'avantage (comme l'auto clique sur les métiers de récoltes et particulièrement autour du métier mineur).Nous voyons depuis quelques semaines sur les serveurs pionniers une multitudes de BOTS chasses aux trésors par exemple, ce qui a fait fondre comme neige au soleil la valeur de la rose des sables.Il y'a beaucoup trop de ""joueurs plantés"" dans les mines et qui après avoir loupé un ou deux minerais car ils doivent surement gérer 2 voir 3 comptes en même temps te lâche un ""AUTO CLICK ON"" et ensuite, court à peine l'animation de repop du minerais affiché... Cela devient frustrant !La plus part de ces comptes ne font rien de plus que spam la même chose à longueur de journée/semaines. Ne me dîtes pas qu'un personnage qui est créé pour ensuite être level up 180+ pour ne finir par faire qu'enchaîner de la chasse au trésor n'est pas ""facilement"" identifiable ?De même avec avec les team PL qui amasse des millions par jours, ces millions sont bien à un moment donné transféré quelques part ? Ne serait-il tout simplement pas possible d'implémenter un système de traçage des kamas afin de tout simplement pouvoir remonter les filières de revente de kamas IRL et ainsi contrer l'ensemble de cette économie parallèle ?Bref, les bots et tout logiciels tiers permettant de ""tricher"" et qui rendent notre économie complétement insupportable ! (Bon courage mais je compte sur vous, enfin j'espère...)","['Bots', 'Métiers liés au compte']",False,16,2025-04-29
Lloyd-sama#9708,2025-04-29 19:16:20,Réparez toutes les émotes,['implémenter Attitudes/emotes etc'],False,16,2025-04-29
--PsykoZz2--#3482,2025-04-29 19:17:54,"Revalorisation du dropObjectif :Permettre aux joueurs de se sentir récompenser en effectuant un combat, notamment de boss.Proposition :Nerf supplémentaire des ressources dans les succès/réduction des taux de drop ?Force est de constater queles ressources de gardien de donjon n'ont très souvent aucune valeuret ce quelque soit les niveaux des donjons.Si le précédent nerf des succès a fait du bien, notamment pour les ressources rares de boss, on voit bien que ce n'est pas suffisant. Si je conçois qu'il est frustrant d'effectuer un donjon sans repartir avec une récompense pécuniaire,il l'est encore plusd'obtenir quelque chose qui ne vaut quasiment rien. Ne serait-il pas préférable de ne pas être sûr de drop, mais être bien mieux récompensé en cas de drop ? D'autant plus que le jeu reste un MMO et l'achat/l'échange de ressources fait partie de l'aventure.Cela revaloriserait également grandement l'économie autour des captures de boss de donjon, quasi inexistante aujourd'hui.Merci à @Kitox#4915pour la base du sujet, j'ajouterai qu'il ne faut pas oublier que la base de notre jeu est le PVM. Car je vois déjà les joueurs PVP se plaindre que pour se stuff il va leur falloir encore plus de kamas. Mais le PVP n'est pas l'objectif principal de Dofus, cela reste une ""activité secondaire"" qui pour moi ne dois pas forcément être priorisée surtout sur un lancement de serveur (je parle bien sûr des serveurs pionniers). Le PVP s'apparente plus à une feature de late game quand on a ""terminé"" l'aspect PVM...Donc pour résumer, redorer le blason de notre jeu sur ce qui est sa base fondamentale.","['drops rares en combat', 'drops des dofus ']",False,16,2025-04-29
Kitox#4915,2025-04-29 19:19:52,Rassemblement de différentes fonctionnalités par compte ou par serveurObjectif :Rendre la création de personnage secondaire moins punitive pour les joueurs.Proposition :Rendre les métiers liés aux serveurs : devoir remonter les métiers pour chaque personnage est une plaie sans nom et n'a aucun intérêt pour les joueurs.Rendre l'inventaire de cosmétique partagé au compte et non par serveur : Acheter un cosmétique sur le serveur 1 devrait le rendre disponible sur le serveur 2 également.,['Métiers liés au compte'],False,16,2025-04-29
julien-avatar#5651,2025-04-29 19:20:29,"Revoir concrètement toutes les choses simples qui manque sur Unity et qui étaient présent sur dofus2-Debug massif des quêtes.[C'est pas normal qu'en fin Avril début Mai des joueurs/joueuses puissent pas progresser dans leurs aventures] (Je peux comprendre le manque de retour durant la béta qui elle était vraiment trop courte)-Debug des attitudes[C'est pas normal d'avoir vendu des attitudes lors du Back to rush qui elles,  étaient fonctionnels alors que nos attitudes de base et déjà disponible en jeu non, vous nous avez donner le sentiment d'avoir fait du travail à l'arrache et donner un focus sur un évent de lancement/Sponso]-Rentre notre orientation de personnage complet(actuellement nous pouvons tourner notre perso assis que de deux façons, c'est pas grand chose mais c'est important l'immersion)-Qu'on retrouve cet aspect de : C'est Dofus 2 mais sur Unity sans le sentiment d'avoir perdu au lieu de gagner des choses","['Debug / performance', 'implémenter Attitudes/emotes etc']",False,16,2025-04-29
belias-fire#1653,2025-04-29 19:27:55,"Bonjour, simplifier l'interface globale, la rendre plus épurée/aérée (cf : caractéristique par exemple) et plus ergonomique (cf : magnétisme interface, menu cosmétique/inventaire etc.).Si, pour des raisons techniques ou autre c'est difficile, pourquoi ne pas travailler sur 3 ou 4 ensembles d'interface fixes qui tiendraient la route ? C'est une idée que je soumets.Merci en tout cas, on va dans la bonne voie.",['Améliorations des Interface'],False,16,2025-04-29
Thedeathdealer#5412,2025-04-29 19:42:33,"Sujet : QuêtesRevoir les aspects de certaines quêtes qui requiert du farm répétitif. Avec la quantité de contenu ajouté avec les années le jeu n'a pas besoin de meubler des heures de jeu.Exemples :- La récolte des roses des sables pour le pourpre qui serait beaucoup plus fun sans (et il est assez clair que c'est une idée comprise par les développeurs qui ont réduit de moitié la quantité nécessaire, par ce que ce n'est pas intéressant de faire 300 chasses surtout pour ceux qui ont un temps de jeu limité). Franchement je ne sais pas quel profil de joueur aime faire ça et la grande majorité préférera investir son temps dans une activité qui génère des kamas pour contourner le farm en achetant directement les roses.- L'ocre : Je crois qu'un rework de l'obtention du dofus est en projet, preuve que l'équipe ankama a compris que ce genre de design est daté. Aussi je n'ai jamais compris pourquoi les joueurs devaient craft leurs pierres d'âmes eux mêmes. Pourquoi pas se faire offrir des pierres par otomai invendables, ce qui motiverait les joueurs à actuellement faire la quête et non pas juste à les acheter en hdv ?- Les quêtes fedex, design daté aussi, peu de gens sont impliqués à les faire et les font par automatisme sans les lire en utilisant un site tier.- Les quêtes qui requiert des choses spécifiques comme avoir X personnes à poser sur des dalles d'une certaine classes ou certains métiers. A l'origine c'était utilisé pour encourager les interactions entre joueurs mais à l'heure actuelle elles sont juste devenues transactionnelles (""donne moi 50k kamas et je viens me poser sur ta dalle"", y a mieux comme interaction).Ce que je veux communiquer içi c'est que le jeu a assez de contenu qui donne de la valeur à notre temps de jeu, la communauté a grandit et le joueur moyen de dofus n'a plus autant de temps à investir dans des activités dont le seul but est de lui en faire perdre. Je ne suis pas  pour la suppression totale de ce genre de game design mais pour une revalorisation des activités qui ont pour coeur le gameplay, l'interactivité, l'implication du joueur avec le médium, parce que c'est pour ça qu'on veut jouer à un jeu, pour être acteur.","['quête Dofus Ocre / craft PDA', 'Améliorations des Interface']",False,17,2025-04-29
Bou-One#1740,2025-04-29 19:43:10,Un ajout des mêmes restrictions sur les canaux commerce et recrutement que ce que Dofus Retro vient d'avoir en 1.46 à propos des services non sécurisés (voir cedevblog retro).,['Autre'],False,17,2025-04-29
Bou-Two#4434,2025-04-29 19:46:36,Disclaimer : j'utilise un compte mule pour que ce second post ne fusionne pas avec mon précédent.Analyser toutes les améliorations QoL qui ont été apportées sur Dofus Retro ces derniers temps et voir si elles ne pourraient pas être transposable sur Dofus 3.,['Autre'],False,17,2025-04-29
wordisram#3712,2025-04-29 19:47:17,"Bonjour et merci de nous permettre de nous exprimer.J'ai l'impression que vous nous dites CHAQUE SEMAINE que vous êtes en train de règler des souci d'autojoin, d'autofollow mais ça persiste toujours. Pourriez-vous simplement dire que c'est en cours au lieu de dire que vous passez un correctif, mais en fait que vous continuez à bosser dessus, et qu'un correctif s'applique, mais que c'est pas résolu, et que ça fait 4 mois que ça dure lolJuste soyez honnêtes, il faut encore le patcher.Merci",['Debug / performance'],False,17,2025-04-29
blazius-Tempus#3420,2025-04-29 19:48:42,"Un nerf des sacoches et coffres beaucoup trop conséquent par rapport au nombre de joueur!! Aujourd'hui vous perdez encore un joueurs, vous ne savez jamais faire avec le juste milieu, soit c'est trop broken soit c'est vraiment pas assez équilibré .",['Autre'],False,17,2025-04-29
Thedeathdealer#5412,2025-04-29 19:54:13,"Sujet : clarté et lisibilité des mécaniques de combats.C'est un secret pour personne, quand on a jamais fait un donjon on va sur dofus pour les noob ou n'importe quelle autre ressource externe au jeu pour savoir quelles seront les mécaniques d'un combat.Le jeu ne donne pratiquement aucune information sur les mécaniques spécifiques d'un combat. Comment enlever l'invulnérabilité du Splinter Cell, du Kimbo ? Ceux qui jouent depuis longtemps le savent mais un joueur qui fait ces combats pour la première fois ne peut pas compter sur le jeu pour l'en informer.Dans un jeu de combat stratégique il est capital que le joueur connaisse sa condition de victoire.Donc pourquoi pas intégrer en jeu une explication visuelle des enjeux du combat quand on fait un boss pour la première fois avec possibilité de la passer si on est un joueur expérimenté et de la revoir quelque part (dans les succès ou le bestiaire) pour ceux qui n'ont pas immédiatement tout assimilé.","['Besoin de sites externes (DofusNoob)', 'Plus de Communication directement en jeu']",False,17,2025-04-29
Xenoz-TK#2489,2025-04-29 19:59:19,"Bonjour,Inclure une nouvelle monnaie qui pourrait etre gagner en effectuant un succes demander par un autre joueur dans un hotel de vente de succes par exemple.Car en effet pour les joueurs voulant effectuer certains succes, il faut attendre des semaines pour trouver du monde ou payer des passeurs.Cela pourrais meme aider les petit joueurs desirant effectuer les succes sur les petits donjons. Metre les succes autant en avant sur le jeu est une super choses, mais l'entraide des joueurs ayant deja effectuer les succes est totalement absente est cela est normal.Donc un systeme de recompenses pour inciter les joueurs a aider d'autre joueurs a effectuer des succes serrait super.",['Autre'],False,17,2025-04-29
suislelapinblanc#1400,2025-04-29 20:01:40,"Bonjour, La fonctionnalité que j'attends le plus est une interface de recherche de groupe qui inclut la recherche pour les donjons et les quêtes. Elle devrait permettre d'appliquer de nombreux critères précis (par exemple, nombre de points de succès, niveau, prérequis de quêtes, etc.) et offrir des récompenses pour l'entraide et l'utilisation de cette fonctionnalité. Ainsi, ceux qui ont déjà accompli une quête ou un donjon auraient un réel intérêt à aider les autres, réduisant ainsi le temps d'attente.Il serait essentiel que ce système soit encouragé et mis en avant. Un bon système de matchmaking, basé sur les critères sélectionnés, doit être mis en place.Ce projet me semble très important pour un MMORPG. Cette fonctionnalité doit être bien plus complète et valorisée que l'ancienne interface de recherche de groupe.","['Améliorations des Interface', 'fonctionnalité communautaires (Recherche de groupe/mercenariat)']",False,17,2025-04-29
straeker6#2898,2025-04-29 20:04:24,"Bonjour,Le mode héros serait un vrais QOL, rien de plus horrible de devoir alt tab 4 fois, dofus permet le multicompte et c'est génial(pouvoir jouer plusieurs gameplay différents seul et en même temp) mais devoir faire la même action plusieurs fois peut devenir atroce.Connecté les plusieurs personnages voulu et pouvoir les manages par un seul personnage ou faire que tout les personnages dans le groupe puisse reproduire les mêmes clics sur quêtes etc..Bon courage",['Mode héros'],False,17,2025-04-29
tartyflettee#9570,2025-04-29 20:09:55,"Un interface lore,faut pas que ça soit indigeste à lire mais qu'on ai quelque lignes sur des sujets comme les Dofus, certain boss de DJ, etc... avec des illustrations",['Améliorations des Interface'],False,17,2025-04-29
Aqua3333#8313,2025-04-29 20:10:57,"Nouvelle proposition:Remplacer le 5vs5 pour du 3vs3lors des attaques de Percepteurs/Prismes/phase de KOTH.Pourquoi?- Diversifier les compositions- Simplifier la recherche de groupe pour la défense- Réduire l'importance de certaines classes et ainsi permettre à toutes les classes de participer sans être mis à l'écart- Ça va réduire l'impact des classes qui frappent en zone, d'ailleurs ce sont les classes meta en 5vs5 (forgelance, iop feu, eni terre, féca, etc.)- Rendre les plus petites alliances plus impactantes car demande moindre de joueurs pour participer- Réduire l'impact des maps à placement mêlée avec des placements collés- Réduire l'importance (quasi obligation) de la Prymune pour participer au pvp alliance- Réduire l'impact et le cumul de l'érosion et de l'entrave PA entre deux tours de jeu- Accélérer un peu la vitesse des combats- En bref, ça va améliorer l'équilibrage des combats et les rendre plus plaisants","['Équilibrage des classes', 'fonctionnalité communautaires (Recherche de groupe/mercenariat)', 'Rework Percepteurs']",False,17,2025-04-29
Mouss-Tik#7656,2025-04-29 20:12:22,"Bonjour voici ma suggestionLa solution contre la mafia du PL ainsi que le niveau catastrophique des joueurs issus de ce PL : a la fin d’un combat (classique ou donjon) les personnages mort subissent un malus de 50% d’xp ET de butin (finito les pl mallefisk nidas phossile ou tu kill tout le monde des le début pour fast le combat)Résultats : reprise d’un levelling classique pour découvrir sa classe palier par palier et fin du marché noir de la mafia.+ une envie des joueurs de vouloir rester en vie dans un donjon dit « difficile » afin de drop (on a tous connu le mec qui n’a rien foutu du combat mort t2 mais il drop la ressource rare) certe ça peut être relou si tu meurs derrière vague mais retrouver un peu de challenge et de difficulté sur le jeux ne serais pas de refus.Perso, j’aurais meme etendu la mechanique jusqu’a : tu meurs pendant le combat tu ne valide pas t’es succes.Fin des passage de succes donjon et des joueurs qui se font PL les 20k succes et encore une fois un jeux avec + de challenge et d’échec mais bon je peut comprendre que ça peut être frustrant sur le point succès.","['drops rares en combat', 'Mafias pépites/pl', 'action sur le PL (encadrement, interdiction, etc)']",False,17,2025-04-29
Mar-Sy-Soo#9859,2025-04-29 20:15:48,"coutonman#9992|29/04/2025 - 18:53:14C’est un MMORPGUn jeu initialement basé pour un appui potentiel avec la communauté.Go sur Minecraft si tu veux pouvoir tout faire tout seulRendre une quête solo infaisable à la dernière étape avec des requis énormes, c'est plutôt tordu et illogique, je trouve. Alors oui, c'est un meuporg, on est d'accord là dessus, mais certains contenus SOLOS qui se retrouvent soudainement multi comme un cheveux sur la soupe.... c'est anormal.",['Autre'],False,17,2025-04-29
elioeupho#6664,2025-04-29 20:17:45,"un sujet majeur sur le jeu qui peux permettre de relancer l'economie, l'achat de stuff, le FM, le tryhard et donc qui sera aussi lié au pvm c'est de faire un vrai mode de jeu pvp compétitif qui pourrait relié le kolizeum/les traques ? ca fait des années que c'est oublié ( les traques ca fait plus de 10 ans que les gens souhaites que ca soit réimplantés), un vrai ladder/des events réguliers, de vrai récompense exclusive, titre, ornement en fonction de la perf, des trucs spécifiques pour top 100 top 10 top 3 pour forcer les gens à performer à s'opti à théorycraft... à reprendre du plaisir quoi, c'est la clef du succes d'apres moi et pourquoi pas aussi de faire du pvm compétitif, c'est dans l'ere du temps","['Remettre les Traques', 'rework Forgemagie']",False,17,2025-04-29
tartyflettee#9570,2025-04-29 20:19:04,"Rendre plus simple les quêtes chiantes, du style ramener des gens sur une map, des dalles, ou bien des combats impossibles qu'il faut réaliser à plusieurs, sauf qu'il faut qu'ils soient à la même étape de la quête que nous+ Interface de recherche de groupes pour les DJ mais aussi pour les quêtes ( genre on peut voir toute les personnes connectées à la même quête / étape que nous)","['combats de quêtes', 'Améliorations des Interface', 'fonctionnalité communautaires (Recherche de groupe/mercenariat)']",False,17,2025-04-29
Kyrevania#5177,2025-04-29 20:33:21,"Rework des DopeulsTransformer le combat quotidien des Dopeuls en combat à vagues (5 vagues de 5), redonner des Doplons à chaque fin de quête pour permettre un parchotage indépendant de l'élevage comme ce fut le cas avantLe jeu ne doit pas être ajusté selon l'activité des bots (raison du retrait des DOPLONS quand on bat des DOPEULS), mais les bots doivent être éradiqués du jeu.","['Bots', 'combats de quêtes', 'Rework élevage']",False,17,2025-04-29
tartyflettee#9570,2025-04-29 20:35:56,"Drop rare pour chaque tranche de niveau de DJ, plus on est proche du lvl du DJ plus on a de chance de drop, et pq pas pouvoir bloquer son XP ou changer son niveau à un niveau inférieur (niveau modulaire),Drop rare de type cosmétique épique avec une aura / flamme qui bouge / ...Et une difficulté hardcore pour tous les DJ (+ de drop, XP, ...) avec des nouveaux succès",['drops rares en combat'],False,17,2025-04-29
supermario2#9597,2025-04-29 20:36:06,"Essayez de sortir de cet aspect de compétition permanent entre les joueurs.Je m'explique:Pour avancer dans le jeu, on a techniquement besoin de stuff ou de kamas (le commun des mortels en tout cas, pas besoin de venir me dire que volca a fini le jeu en pano piou lvl 58).Pour le stuff, soit on va récupérer des ressources, soit on les achète avec les kamas. Les kamas ont alors pour rôle de gain de temps car on échange le temps qu'a investit une personne dans une activité contre du kamas.Sauf qu'autant certaines activités sont accessibles à leur plein potentiel à n'importe quelle heure comme le drop de ressources (ce qui est discutable avec le système d'anomalie mais bon c'est pas le sujet) et d'autres dépendent simplement des autres joueurs (koli avec les galets où on est directement mis en compétition avec un autre joueur, métier de récolte où si quelqu'un (ou un bot) est déjà en train de récolter alors on va se battre pour obtenir les ressources, les archimonstres, ...)Dofus est un jeu très chronophage pour pouvoir simplement avancer, mais il n'y a rien de plus frustrant que de lancer une session de jeu en se disant ""ok je vais faire X pendant 2h histoire de pouvoir avancer Y quêtes ou contenu"" pour au final manger un stop car trop de monde est déjà en train de faire la même chose. Avec le temps, j'en suis venu à détester voir les autres joueurs ce qui est un comble pour un mmo.Quand je montais mes métiers sur un autre mmo comme FF14, j'étais content de voir d'autres joueurs taper des filons de minerais en même temps que moi, personne ne peut dire la même chose sur Dofus.C'est l'un des plus gros problème du jeu selon moi aujourd'hui et la conséquence se ressent de partout, d'où le fait que tout le monde court après les kamas. On ne fait pas un contenu car on l'apprécie, on cherche simplement le plus rentable pour pouvoir payer les contenus qui sont gatekeep par la compétition.Rendez le contenu plus accessible à tous et les gens apprécieront plus jouer au jeu car pour une fois, ils auront l'occasion d'y jouer.PS: par accessible, je n'entends pas plus simple ou moins difficile,mais simplement le rendre disponible quand le joueur a envie de le réaliser. Si je dois me connecter à des heures précises et bien souvent non saines pour un rythme de vie normal (genre 3h du matin), ça ne le rend pas accessible.","['drops des dofus ', 'Debug / performance']",False,17,2025-04-29
jaidespoumonsdorsousmontorce#2244,2025-04-29 20:44:08,Le mode héros. Ça nous ferait gagner énormément en fluidité.Pourquoi ce sujet n’est-il plus du tout évoqué dans vos lives / communications officielles alors que c’était une attente forte de la communauté ?,['Mode héros'],False,17,2025-04-29
IKinue#4279,2025-04-29 20:47:17,"Recruter plus de staff le temps de stabiliser le jeu.Le problème n'est pas tant le contenu du jeu ou les nouveautés apportés, mais la stabilité actuellement proposé d'un jeu moins bien fini pour l'instant que Dofus 2.0.Dire que recruter plus serait contre-productif est une grave erreur de jugement. Bien segmenté, plus de staff ne peut être que bénéfique. Surtout dans la partie technique, avoir des gens qui peuvent régler les problèmes actuelles du jeu et une autre équipe dédié au développement de nouveau contenu pour le jeu.Pareil pour les refontes, vous disiez dans un Ankama Live que refonte c'est une perte de temps, mais si vous allouez de nouvelle ressources pour cette partie là spécifiquement, ce ne sera que du bénéfique pour mettre à jour des zones anciennes.",['Équilibrage des classes'],False,17,2025-04-29
toufutitoofice#6863,2025-04-29 20:51:54,Remettre les Montiliers et Montures visiblent en combat.,['Autre'],False,18,2025-04-29
Noobito#1147,2025-04-29 20:53:21,"Principalement l'ergonomie. L'UI de la 3.0 est vraiment mauvaise (euphémisme), ça nuit énormément à l'expérience de jeu.",['Autre'],False,18,2025-04-29
Oduesp#3655,2025-04-29 21:10:37,"Rendre tous les cosmétiques liés utilisables sur tous les personnages de notre compte (peu importe le serveur). (Si possible également les titres, émoticones et ornements gagnés lors d'évent ou autres.)C'est frustrant d'avoir obtenu un cosmétique lors d'évent ou autre dans le passé et de ne pas pouvoir l'utiliser sur son personnage créé sur un nouveau serveur plus récent (donc le cosmétiques reste utilisable uniquement sur un personnage du compte qui n'est plus joué tout ça parce qu'il était obtenable à l'époque où il était joué.).Surtout qu'on ne parle pas de stuff avec des caractéristiques, cela n'impacte négativement en rien par exemple un nouveau serveur de pouvoir utiliser sur un personnage un cosmétique qu'on a obtenu sur un ancien serveur. Au contraire, ce serait bon pour plus de personnalisation de notre personnage, pour donner encore plus envie de débloquer ce genre de récompenses, pour le fun, etcPS : je précise que je ne parle que des cosmétiques obtenus lors d'événements type expéditions par exemple (et uniquement ceux liés et non échangeables).Merci d'avoir prêter attention à nos avis et bonne continuation !",['Autre'],False,18,2025-04-29
Angelsnow#6707,2025-04-29 21:20:53,"Réduisez le nombre d'Éklâme nécessaires aux potions de transport de base.Bonta, Brâkmar en particulier.Auparavant, elles nécessitaient 1 pépite ; désormais, elles nécessitent 3 Éklâme.",['Eklames dans craft potion'],False,18,2025-04-29
tenk#8390,2025-04-29 21:49:14,"Payez des modérateurs qui naviguent sur les serveurs.- Ban de bots en masse (pas normal qu'ils atteignent le 200 et qu'on en croise autant). Donnez leur la possibilité d'avoir les groupes existants, combats existants etc. Qu'ils puissent se tp directement dessus/ban etc. Faire le ménage 1x par semaine sauverait les économies.- Nettoyer les /b et /r des messages de revente (comme sur twitch où les messages disparaissent)- Bannir les reventes de kamas/euros. Des dizaines de messages par heure depuis des mois sur mon serveur pionnier.- Bannir les comportements/messages inadaptés. Plutôt rares.","['Bots', 'drops rares en combat', 'Meilleure Modération']",False,18,2025-04-29
Randhome#1876,2025-04-29 21:57:15,Mettre en place un havre sac de guilde personnalisable avec la possibilité de faire des craft dedans maybe ?En fonction des crafts fait ou des ressources brisées le niveau de la guilde up,['Autre'],False,18,2025-04-29
tartyflettee#9570,2025-04-29 22:06:40,"Qu'on puissent mettre un skin de familier lorsqu'on est sur une monture, et inversement",['Autre'],False,18,2025-04-29
GroveOG#4508,2025-04-29 22:09:00,"Alors je pense pas que ce soit urgent mais c'est tout bête, et on l'avait pourtant avant...Pourquoi avoir retiré l'interface d'ornement ? On peut pas prévisualiser les ornements qu'on a déjà, on doit utiliser des sites externes (si tant est qu'ils sont à jour) pour voir les ornements/titre dispo sur le jeu... Remettez cette fenêtre svp...",['Améliorations des Interface'],False,18,2025-04-29
spike-le-boss#1869,2025-04-29 22:18:34,"J'ai abandonné le jeu parce que se stuffer devenait beaucoup trop contraignant, j'étais lvl 199 avec un stuff 150. Pas envie de faire de l'achat revente et du trading pour avoir un stuff de mon niveau",['Autre'],False,18,2025-04-29
Hera#8263,2025-04-29 22:23:20,"Revenir sur le nerf du Xélor d'aujourd'hui (correctif du 29/04/205) :Sablier de XélorLigne de vue :non→ouiMa réponse argumentée en commentaire de ce post :https://www.dofus.com/fr/forum/1981-retours-equilibrage/2439135-xelor-nerf-sablier#entry13556944La synthèse / les points prépondérants :PvM:Classe sous représentée (tant sur mono-compte que dans les teams multi-compte)Difficulté a être recrutée en PvM (Succès DJ, Songes, etc...)Classe avec une kit de sorts offensifs rigides et très sensibles aux état type ""indéplaçable"" omniprésent dans le contenu PvMPlusieurs sorts PvM déjà nerf (Glas, Sablier -> passage à 2 tours au lieu de 3)PvP:Toutes les classes disposent d'un sort ""à fort impact""Toutes les classes peuvent taper en no LDV quelqu'un derrière un obstacleVia des sorts nos LDVVia des sorts à zone d'effet sans contraintes de lancer sur cibleGénéralement les sorts en question sont bien plus impactant qu'un ""Sablier sans LDV"" --> CF Forgelance, Cra, etc...Orientation du Xélor type ""GlassCanon"" car pas de moyen natif de bouclier / vol de vie(très faible et pas spammable - #Souvenir.... )La mobilité permet de palier ce manque de ""sustain / tanking"" natifs mais cela compense difficilement les classes qui peuvent taper le Xélor derrière un obstacle sans trop de difficultés (point précédent) / Quid des maps CaC.Les classes d'aujourd'hui ont également une très bonne mobilité / des sorts d'état type ""Indéplaçable""Le Sablier est passé de 3 tours à 2 tours afin de limiter les abus de stack Sablier en PvPLe Sablier sans LDV permettait de rendre le Gameplay moins rigide(kit de sorts offensifs du Xélor très rigide [lancers en lignes, peu de PO native et pas de PO modifiable, sensibilité aux état indéplaçage, etc...])Plusieurs solutions alternatives permettant de limiter l'impact du sort en PvP ont été proposées :Retirer la ligne de dégats de base --> Afin d'éviter le déclanchement du Dofus EbèneRéduire la PO native du sort ou sa PO maxPasser le sort sans PO modifiableRéduire les dégats de la 2nde ligne du sort","['Équilibrage des classes', 'rework songes']",False,18,2025-04-29
masque-combattant#6871,2025-04-29 22:35:23,Refonte quête ocre,['quête Dofus Ocre / craft PDA'],False,18,2025-04-29
SPN#3303,2025-04-29 22:38:55,"Bonjour,Sujet :Les EklâmesLes Éklâmes en soi ne sont pas une mauvaise idée, mais leur intégration laisse à désirer. Il n'est pas pertinent de fixer un taux de drop entre 1 % et 4 % fixe.Si vous souhaitez conserver un taux fixe, il faudrait alors l’augmenter.Autrement, il serait préférable de supprimer ce taux fixe et de laisser la prospection influer sur les chances d’obtention. Actuellement, il est beaucoup trop long pour les joueurs monocomptes d’en obtenir.Par ailleurs, à mon sens, elles n’ont pas leur place dans les recettes des potions de Bonta, Brâkmar et de rappel.Enfin, la quantité requise pour fabriqueruneseule pierre d’âme est bien trop élevée. Il serait judicieux de revoir cette recette à la baisse.Sujet :Les bots métiersJe sais que ce sujet revient sans cesse, mais il faut le redire : c’est devenu quasiment injouable lorsque les bots envahissent les zones de farm métier.Ils sont présents à toute heure, rendant extrêmement difficile, voire décourageante, la progression artisanale pour les joueurs légitimes.Malgré les nombreux signalements, leur présence reste constante, et rien ne semble bouger concrètement.Il devient urgent de prendre des mesures visibles et efficaces. À ce rythme, certains métiers deviennent tout simplement inaccessibles pour les joueurs qui veulent jouer normalement.Sujet :Pilote automatique payantIl serait utile d’ajouter une option à cocher permettant d’éviter automatiquement les chemins payants.À long terme, ces trajets peuvent représenter un coût conséquent, surtout lorsqu'ils sont empruntés fréquemment.Si l’objectif est de gagner du temps, les joueurs préfèreraient utiliser un zaap ; ceux qui choisissent de marcher souhaitent justement éviter les dépenses supplémentaires.Merci.","['Eklames dans craft potion', 'Bots', 'Debug / performance', 'Métiers liés au compte']",False,18,2025-04-29
